时间戳,温湿度传感器ID,位置,温度,湿度,PM2.5,预警状态
2025-04-11 09:00:00,SENS003,生产区A,27.8,52.8,28.5,正常
2025-04-11 09:00:00,SENS004,质检区,26.4,48.0,47.0,PM2.5超标
2025-04-11 09:00:00,SENS005,生产区A,29.6,44.0,14.4,温度偏高
2025-04-11 09:00:00,SENS006,质检区,23.2,51.3,24.3,正常
2025-04-11 09:00:00,SENS007,质检区,23.5,49.0,46.4,PM2.5超标
2025-04-11 09:00:00,SENS008,生产区B,26.8,44.5,17.8,正常
2025-04-11 10:00:00,SENS001,生产区B,24.8,45.8,13.3,正常
2025-04-11 10:00:00,SENS002,生产区A,26.1,41.6,47.6,PM2.5超标
2025-04-11 10:00:00,SENS003,生产区A,28.9,42.7,49.0,温度偏高|PM2.5超标
2025-04-11 10:00:00,SENS004,质检区,22.9,44.1,35.7,PM2.5超标
2025-04-11 10:00:00,SENS005,生产区A,29.3,45.2,23.7,温度偏高
2025-04-11 10:00:00,SENS006,质检区,25.8,42.2,44.3,PM2.5超标
2025-04-11 10:00:00,SENS007,质检区,24.8,50.2,21.9,正常
2025-04-11 10:00:00,SENS008,生产区B,22.9,43.5,40.3,PM2.5超标
2025-04-11 11:00:00,SENS001,生产区B,25.7,45.1,37.2,PM2.5超标
2025-04-11 11:00:00,SENS002,生产区A,25.3,41.7,47.4,PM2.5超标
2025-04-11 11:00:00,SENS003,生产区A,25.3,46.0,46.3,PM2.5超标
2025-04-11 11:00:00,SENS004,质检区,24.6,43.2,29.9,正常
2025-04-11 11:00:00,SENS005,生产区A,27.6,40.5,38.7,PM2.5超标
2025-04-11 11:00:00,SENS006,质检区,24.2,45.4,26.9,正常
2025-04-11 11:00:00,SENS007,质检区,25.6,43.6,44.8,PM2.5超标
2025-04-11 11:00:00,SENS008,生产区B,24.8,44.5,45.8,PM2.5超标
2025-04-11 12:00:00,SENS001,生产区B,23.1,45.7,24.6,正常
2025-04-11 12:00:00,SENS002,生产区A,24.7,41.6,21.7,正常
2025-04-11 12:00:00,SENS003,生产区A,27.7,48.1,30.5,正常
2025-04-11 12:00:00,SENS004,质检区,21.4,46.0,27.4,正常
2025-04-11 12:00:00,SENS005,生产区A,27.3,41.1,25.8,正常
2025-04-11 12:00:00,SENS006,质检区,24.2,41.6,35.6,PM2.5超标
2025-04-11 12:00:00,SENS007,质检区,22.5,44.6,31.0,正常
2025-04-11 12:00:00,SENS008,生产区B,23.6,41.2,11.9,正常
2025-04-11 13:00:00,SENS001,生产区B,20.2,50.3,30.9,正常
2025-04-11 13:00:00,SENS002,生产区A,23.9,45.7,41.7,PM2.5超标
2025-04-11 13:00:00,SENS003,生产区A,26.9,44.8,30.6,正常
2025-04-11 13:00:00,SENS004,质检区,21.7,48.1,18.0,正常
2025-04-11 13:00:00,SENS005,生产区A,26.9,44.3,28.7,正常
2025-04-11 13:00:00,SENS006,质检区,21.8,44.4,45.1,PM2.5超标
2025-04-11 13:00:00,SENS007,质检区,20.9,50.3,44.4,PM2.5超标
2025-04-11 13:00:00,SENS008,生产区B,23.5,41.7,41.2,PM2.5超标
2025-04-11 14:00:00,SENS001,生产区B,22.9,44.4,19.7,正常
2025-04-11 14:00:00,SENS002,生产区A,22.6,45.0,31.8,正常
2025-04-11 14:00:00,SENS003,生产区A,26.0,48.2,24.7,正常
2025-04-11 14:00:00,SENS004,质检区,22.5,46.7,40.5,PM2.5超标
2025-04-11 14:00:00,SENS005,生产区A,23.2,46.4,30.5,正常
2025-04-11 14:00:00,SENS006,质检区,20.1,49.0,47.4,PM2.5超标
2025-04-11 14:00:00,SENS007,质检区,21.3,43.8,42.0,PM2.5超标
2025-04-11 14:00:00,SENS008,生产区B,23.0,43.9,15.7,正常
2025-04-11 15:00:00,SENS001,生产区B,21.4,43.4,42.2,PM2.5超标
2025-04-11 15:00:00,SENS002,生产区A,23.3,43.5,13.8,正常
2025-04-11 15:00:00,SENS003,生产区A,22.2,50.1,19.0,正常
2025-04-11 15:00:00,SENS004,质检区,20.0,49.3,10.8,正常
2025-04-11 15:00:00,SENS005,生产区A,24.7,45.5,13.4,正常
2025-04-11 15:00:00,SENS006,质检区,20.4,44.8,41.7,PM2.5超标
2025-04-11 15:00:00,SENS007,质检区,19.9,45.3,10.4,正常
2025-04-11 15:00:00,SENS008,生产区B,20.4,44.4,21.8,正常
2025-04-11 16:00:00,SENS001,生产区B,21.3,51.5,15.0,正常
2025-04-11 16:00:00,SENS002,生产区A,24.5,49.9,33.8,正常
2025-04-11 16:00:00,SENS003,生产区A,21.9,45.0,34.7,正常
2025-04-11 16:00:00,SENS004,质检区,22.0,50.5,20.7,正常
2025-04-11 16:00:00,SENS005,生产区A,23.9,45.8,49.2,PM2.5超标
2025-04-11 16:00:00,SENS006,质检区,19.2,52.2,33.2,正常
2025-04-11 16:00:00,SENS007,质检区,20.9,47.4,34.5,正常
2025-04-11 16:00:00,SENS008,生产区B,21.2,46.5,14.5,正常
2025-04-11 17:00:00,SENS001,生产区B,20.9,48.9,27.9,正常
2025-04-11 17:00:00,SENS002,生产区A,23.5,50.9,47.6,PM2.5超标
2025-04-11 17:00:00,SENS003,生产区A,23.3,52.8,25.4,正常
2025-04-11 17:00:00,SENS004,质检区,19.2,50.0,18.0,正常
2025-04-11 17:00:00,SENS005,生产区A,25.0,47.7,11.9,正常
2025-04-11 17:00:00,SENS006,质检区,21.0,56.4,18.0,正常
2025-04-11 17:00:00,SENS007,质检区,18.4,55.5,12.7,正常
2025-04-11 17:00:00,SENS008,生产区B,21.6,55.7,20.1,正常
2025-04-11 18:00:00,SENS001,生产区B,21.8,54.1,30.0,正常
2025-04-11 18:00:00,SENS002,生产区A,24.1,53.7,24.0,正常
2025-04-11 18:00:00,SENS003,生产区A,22.7,50.2,32.3,正常
2025-04-11 18:00:00,SENS004,质检区,18.8,57.6,19.4,正常
2025-04-11 18:00:00,SENS005,生产区A,22.9,54.2,10.9,正常
2025-04-11 18:00:00,SENS006,质检区,20.6,52.2,19.0,正常
2025-04-11 18:00:00,SENS007,质检区,18.9,56.4,22.2,正常
2025-04-11 18:00:00,SENS008,生产区B,21.9,57.4,15.7,正常
2025-04-11 19:00:00,SENS001,生产区B,20.5,52.7,43.5,PM2.5超标
2025-04-11 19:00:00,SENS002,生产区A,21.3,53.7,28.5,正常
2025-04-11 19:00:00,SENS003,生产区A,24.1,61.4,22.6,正常
2025-04-11 19:00:00,SENS004,质检区,19.7,54.7,20.3,正常
2025-04-11 19:00:00,SENS005,生产区A,24.6,57.4,33.5,正常
2025-04-11 19:00:00,SENS006,质检区,18.5,60.0,28.3,正常
2025-04-11 19:00:00,SENS007,质检区,18.1,62.4,48.6,PM2.5超标
2025-04-11 19:00:00,SENS008,生产区B,20.9,54.8,14.8,正常
2025-04-11 20:00:00,SENS001,生产区B,19.9,58.5,25.7,正常
2025-04-11 20:00:00,SENS002,生产区A,23.7,59.5,25.9,正常
2025-04-11 20:00:00,SENS003,生产区A,22.2,55.5,29.0,正常
2025-04-11 20:00:00,SENS004,质检区,20.7,57.4,26.9,正常
2025-04-11 20:00:00,SENS005,生产区A,23.2,59.4,24.7,正常
2025-04-11 20:00:00,SENS006,质检区,21.2,62.8,38.0,PM2.5超标
2025-04-11 20:00:00,SENS007,质检区,21.2,63.2,29.9,正常
2025-04-11 20:00:00,SENS008,生产区B,22.4,59.5,19.7,正常
2025-04-11 21:00:00,SENS001,生产区B,21.8,66.3,39.1,PM2.5超标
2025-04-11 21:00:00,SENS002,生产区A,23.5,63.1,33.3,正常
2025-04-11 21:00:00,SENS003,生产区A,25.2,63.3,19.0,正常
2025-04-11 21:00:00,SENS004,质检区,20.2,64.6,35.6,PM2.5超标
2025-04-11 21:00:00,SENS005,生产区A,22.9,61.1,31.8,正常
2025-04-11 21:00:00,SENS006,质检区,21.0,60.8,10.6,正常
2025-04-11 21:00:00,SENS007,质检区,22.0,60.2,43.2,PM2.5超标
2025-04-11 21:00:00,SENS008,生产区B,19.6,64.0,47.1,PM2.5超标
2025-04-11 22:00:00,SENS001,生产区B,22.4,59.9,42.1,PM2.5超标
2025-04-11 22:00:00,SENS002,生产区A,26.2,62.9,25.7,正常
2025-04-11 22:00:00,SENS003,生产区A,25.4,66.9,36.8,PM2.5超标
2025-04-11 22:00:00,SENS004,质检区,22.1,66.0,24.6,正常
2025-04-11 22:00:00,SENS005,生产区A,25.1,66.4,31.2,正常
2025-04-11 22:00:00,SENS006,质检区,21.6,61.6,44.4,PM2.5超标
2025-04-11 22:00:00,SENS007,质检区,20.4,60.2,13.9,正常
2025-04-11 22:00:00,SENS008,生产区B,21.7,65.8,12.8,正常
2025-04-11 23:00:00,SENS001,生产区B,20.2,64.9,11.4,正常
2025-04-11 23:00:00,SENS002,生产区A,26.5,68.1,34.5,正常
2025-04-11 23:00:00,SENS003,生产区A,25.8,65.3,28.3,正常
2025-04-11 23:00:00,SENS004,质检区,22.4,62.1,14.6,正常
2025-04-11 23:00:00,SENS005,生产区A,25.9,60.1,24.3,正常
2025-04-11 23:00:00,SENS006,质检区,20.6,62.9,39.4,PM2.5超标
2025-04-11 23:00:00,SENS007,质检区,24.0,61.0,46.0,PM2.5超标
2025-04-11 23:00:00,SENS008,生产区B,23.1,64.3,48.1,PM2.5超标
2025-04-12 00:00:00,SENS001,生产区B,21.3,61.0,14.1,正常
2025-04-12 00:00:00,SENS002,生产区A,26.5,67.7,16.0,正常
2025-04-12 00:00:00,SENS003,生产区A,24.3,69.9,12.6,正常
2025-04-12 00:00:00,SENS004,质检区,21.8,66.5,29.2,正常
2025-04-12 00:00:00,SENS005,生产区A,26.5,67.7,28.8,正常
2025-04-12 00:00:00,SENS006,质检区,22.1,64.7,20.1,正常
2025-04-12 00:00:00,SENS007,质检区,22.4,63.0,26.5,正常
2025-04-12 00:00:00,SENS008,生产区B,21.4,63.0,28.5,正常
2025-04-12 01:00:00,SENS001,生产区B,25.1,66.0,31.4,正常
2025-04-12 01:00:00,SENS002,生产区A,27.4,67.4,13.6,正常
2025-04-12 01:00:00,SENS003,生产区A,25.6,60.3,29.2,正常
2025-04-12 01:00:00,SENS004,质检区,24.9,63.6,31.2,正常
2025-04-12 01:00:00,SENS005,生产区A,28.1,68.2,30.0,温度偏高
2025-04-12 01:00:00,SENS006,质检区,24.1,60.3,47.0,PM2.5超标
2025-04-12 01:00:00,SENS007,质检区,24.7,61.8,12.5,正常
2025-04-12 01:00:00,SENS008,生产区B,23.0,65.2,24.1,正常
2025-04-12 02:00:00,SENS001,生产区B,24.5,61.3,35.6,PM2.5超标
2025-04-12 02:00:00,SENS002,生产区A,28.3,65.6,38.3,温度偏高|PM2.5超标
2025-04-12 02:00:00,SENS003,生产区A,27.5,63.4,30.1,正常
2025-04-12 02:00:00,SENS004,质检区,25.5,60.6,20.8,正常
2025-04-12 02:00:00,SENS005,生产区A,26.8,58.9,27.6,正常
2025-04-12 02:00:00,SENS006,质检区,25.9,63.1,18.6,正常
2025-04-12 02:00:00,SENS007,质检区,24.6,63.4,49.5,PM2.5超标
2025-04-12 02:00:00,SENS008,生产区B,23.4,60.3,31.8,正常
2025-04-12 03:00:00,SENS001,生产区B,25.1,61.8,34.1,正常
2025-04-12 03:00:00,SENS002,生产区A,26.5,64.0,43.1,PM2.5超标
2025-04-12 03:00:00,SENS003,生产区A,29.5,62.9,47.8,温度偏高|PM2.5超标
2025-04-12 03:00:00,SENS004,质检区,23.9,57.2,32.1,正常
2025-04-12 03:00:00,SENS005,生产区A,27.4,60.6,18.2,正常
2025-04-12 03:00:00,SENS006,质检区,26.6,61.2,38.4,PM2.5超标
2025-04-12 03:00:00,SENS007,质检区,26.1,60.9,24.7,正常
2025-04-12 03:00:00,SENS008,生产区B,26.2,63.0,16.5,正常
2025-04-12 04:00:00,SENS001,生产区B,25.6,61.0,27.2,正常
2025-04-12 04:00:00,SENS002,生产区A,29.7,63.1,32.6,温度偏高
2025-04-12 04:00:00,SENS003,生产区A,28.6,61.0,37.1,温度偏高|PM2.5超标
2025-04-12 04:00:00,SENS004,质检区,25.0,58.3,47.1,PM2.5超标
2025-04-12 04:00:00,SENS005,生产区A,29.8,57.7,21.8,温度偏高
2025-04-12 04:00:00,SENS006,质检区,27.1,61.4,22.1,正常
2025-04-12 04:00:00,SENS007,质检区,26.3,59.4,36.2,PM2.5超标
2025-04-12 04:00:00,SENS008,生产区B,27.4,65.0,25.1,正常
2025-04-12 05:00:00,SENS001,生产区B,27.2,59.8,46.0,PM2.5超标
2025-04-12 05:00:00,SENS002,生产区A,29.8,60.6,43.6,温度偏高|PM2.5超标
2025-04-12 05:00:00,SENS003,生产区A,29.5,59.2,42.0,温度偏高|PM2.5超标
2025-04-12 05:00:00,SENS004,质检区,26.8,56.1,22.9,正常
2025-04-12 05:00:00,SENS005,生产区A,28.8,54.8,33.2,温度偏高
2025-04-12 05:00:00,SENS006,质检区,25.6,61.2,26.8,正常
2025-04-12 05:00:00,SENS007,质检区,26.7,54.9,47.3,PM2.5超标
2025-04-12 05:00:00,SENS008,生产区B,27.3,52.7,22.4,正常
2025-04-12 06:00:00,SENS001,生产区B,24.5,54.6,42.7,PM2.5超标
2025-04-12 06:00:00,SENS002,生产区A,29.7,55.4,40.1,温度偏高|PM2.5超标
2025-04-12 06:00:00,SENS003,生产区A,29.6,52.8,22.3,温度偏高
2025-04-12 06:00:00,SENS004,质检区,26.3,52.8,22.7,正常
2025-04-12 06:00:00,SENS005,生产区A,27.1,58.8,39.0,PM2.5超标
2025-04-12 06:00:00,SENS006,质检区,25.4,55.1,14.0,正常
2025-04-12 06:00:00,SENS007,质检区,27.1,50.2,27.4,正常
2025-04-12 06:00:00,SENS008,生产区B,25.9,56.9,12.1,正常
2025-04-12 07:00:00,SENS001,生产区B,27.8,52.3,38.3,PM2.5超标
2025-04-12 07:00:00,SENS002,生产区A,28.9,51.6,11.0,温度偏高
2025-04-12 07:00:00,SENS003,生产区A,30.1,53.0,34.1,温度偏高
2025-04-12 07:00:00,SENS004,质检区,25.1,57.2,26.2,正常
2025-04-12 07:00:00,SENS005,生产区A,28.3,52.7,38.0,温度偏高|PM2.5超标
2025-04-12 07:00:00,SENS006,质检区,25.3,54.5,27.3,正常
2025-04-12 07:00:00,SENS007,质检区,25.6,48.7,34.2,正常
2025-04-12 07:00:00,SENS008,生产区B,26.8,56.4,46.0,PM2.5超标
2025-04-12 08:00:00,SENS001,生产区B,24.5,49.5,44.3,PM2.5超标
2025-04-12 08:00:00,SENS002,生产区A,27.9,53.5,36.2,PM2.5超标
2025-04-12 08:00:00,SENS003,生产区A,29.1,50.3,18.7,温度偏高
2025-04-12 08:00:00,SENS004,质检区,26.1,48.4,16.8,正常
2025-04-12 08:00:00,SENS005,生产区A,29.9,49.3,12.9,温度偏高
2025-04-12 08:00:00,SENS006,质检区,26.6,49.3,13.5,正常
2025-04-12 08:00:00,SENS007,质检区,24.2,50.6,32.6,正常
2025-04-12 08:00:00,SENS008,生产区B,25.3,53.4,15.6,正常
2025-04-12 09:00:00,SENS001,生产区B,26.7,47.1,35.9,PM2.5超标
2025-04-12 09:00:00,SENS002,生产区A,28.2,52.5,16.4,温度偏高
2025-04-12 09:00:00,SENS003,生产区A,27.6,49.2,49.3,PM2.5超标
2025-04-12 09:00:00,SENS004,质检区,26.0,47.2,14.3,正常
2025-04-12 09:00:00,SENS005,生产区A,29.5,43.5,22.4,温度偏高
2025-04-12 09:00:00,SENS006,质检区,24.4,48.5,15.5,正常
2025-04-12 09:00:00,SENS007,质检区,24.0,44.6,22.4,正常
2025-04-12 09:00:00,SENS008,生产区B,24.3,44.1,34.8,正常
2025-04-12 10:00:00,SENS001,生产区B,24.8,48.1,39.1,PM2.5超标
2025-04-12 10:00:00,SENS002,生产区A,27.4,45.6,27.1,正常
2025-04-12 10:00:00,SENS003,生产区A,25.9,42.4,34.4,正常
2025-04-12 10:00:00,SENS004,质检区,25.0,50.5,42.8,PM2.5超标
2025-04-12 10:00:00,SENS005,生产区A,28.7,44.6,37.1,温度偏高|PM2.5超标
2025-04-12 10:00:00,SENS006,质检区,23.1,50.5,31.0,正常
2025-04-12 10:00:00,SENS007,质检区,24.3,49.1,15.4,正常
2025-04-12 10:00:00,SENS008,生产区B,25.1,45.8,14.5,正常
2025-04-12 11:00:00,SENS001,生产区B,21.9,49.4,34.0,正常
2025-04-12 11:00:00,SENS002,生产区A,25.7,40.7,12.6,正常
2025-04-12 11:00:00,SENS003,生产区A,26.8,50.0,32.2,正常
2025-04-12 11:00:00,SENS004,质检区,22.3,45.5,33.9,正常
2025-04-12 11:00:00,SENS005,生产区A,28.8,43.3,46.2,温度偏高|PM2.5超标
2025-04-12 11:00:00,SENS006,质检区,24.1,41.0,33.5,正常
2025-04-12 11:00:00,SENS007,质检区,23.7,47.7,37.3,PM2.5超标
2025-04-12 11:00:00,SENS008,生产区B,24.2,44.2,30.1,正常
2025-04-12 12:00:00,SENS001,生产区B,24.6,41.2,19.1,正常
2025-04-12 12:00:00,SENS002,生产区A,27.0,47.8,15.2,正常
2025-04-12 12:00:00,SENS003,生产区A,24.1,43.7,44.2,PM2.5超标
2025-04-12 12:00:00,SENS004,质检区,23.3,45.1,13.9,正常
2025-04-12 12:00:00,SENS005,生产区A,26.5,44.3,31.6,正常
2025-04-12 12:00:00,SENS006,质检区,24.5,40.5,36.3,PM2.5超标
2025-04-12 12:00:00,SENS007,质检区,23.3,48.3,45.9,PM2.5超标
2025-04-12 12:00:00,SENS008,生产区B,22.7,40.9,23.6,正常
2025-04-12 13:00:00,SENS001,生产区B,23.0,46.3,43.6,PM2.5超标
2025-04-12 13:00:00,SENS002,生产区A,27.2,49.4,19.4,正常
2025-04-12 13:00:00,SENS003,生产区A,27.1,46.2,32.0,正常
2025-04-12 13:00:00,SENS004,质检区,22.6,49.8,48.3,PM2.5超标
2025-04-12 13:00:00,SENS005,生产区A,27.1,44.4,14.9,正常
2025-04-12 13:00:00,SENS006,质检区,22.2,46.9,26.3,正常
2025-04-12 13:00:00,SENS007,质检区,21.6,43.0,33.7,正常
2025-04-12 13:00:00,SENS008,生产区B,20.6,48.9,46.6,PM2.5超标
2025-04-12 14:00:00,SENS001,生产区B,22.5,41.6,39.4,PM2.5超标
2025-04-12 14:00:00,SENS002,生产区A,24.6,43.9,10.0,正常
2025-04-12 14:00:00,SENS003,生产区A,23.8,49.7,25.1,正常
2025-04-12 14:00:00,SENS004,质检区,20.9,46.9,47.4,PM2.5超标
2025-04-12 14:00:00,SENS005,生产区A,25.1,44.9,27.1,正常
2025-04-12 14:00:00,SENS006,质检区,22.8,49.1,34.7,正常
2025-04-12 14:00:00,SENS007,质检区,21.4,44.7,10.3,正常
2025-04-12 14:00:00,SENS008,生产区B,20.0,43.0,24.8,正常
2025-04-12 15:00:00,SENS001,生产区B,18.9,45.7,24.1,正常
2025-04-12 15:00:00,SENS002,生产区A,24.6,47.4,14.7,正常
2025-04-12 15:00:00,SENS003,生产区A,22.5,49.4,10.8,正常
2025-04-12 15:00:00,SENS004,质检区,19.7,48.7,18.6,正常
2025-04-12 15:00:00,SENS005,生产区A,22.0,43.2,19.5,正常
2025-04-12 15:00:00,SENS006,质检区,22.9,49.9,42.3,PM2.5超标
2025-04-12 15:00:00,SENS007,质检区,19.4,48.1,25.3,正常
2025-04-12 15:00:00,SENS008,生产区B,22.8,49.9,25.2,正常
2025-04-12 16:00:00,SENS001,生产区B,22.4,49.6,44.3,PM2.5超标
2025-04-12 16:00:00,SENS002,生产区A,24.1,49.3,26.6,正常
2025-04-12 16:00:00,SENS003,生产区A,24.4,49.1,21.0,正常
2025-04-12 16:00:00,SENS004,质检区,20.3,52.5,23.0,正常
2025-04-12 16:00:00,SENS005,生产区A,21.5,54.8,16.0,正常
2025-04-12 16:00:00,SENS006,质检区,20.4,45.9,47.1,PM2.5超标
2025-04-12 16:00:00,SENS007,质检区,21.8,52.9,46.1,PM2.5超标
2025-04-12 16:00:00,SENS008,生产区B,20.1,48.1,27.3,正常
2025-04-12 17:00:00,SENS001,生产区B,21.8,56.3,48.4,PM2.5超标
2025-04-12 17:00:00,SENS002,生产区A,25.1,51.1,18.1,正常
2025-04-12 17:00:00,SENS003,生产区A,25.0,52.2,46.4,PM2.5超标
2025-04-12 17:00:00,SENS004,质检区,20.8,55.0,33.2,正常
2025-04-12 17:00:00,SENS005,生产区A,24.8,54.2,23.6,正常
2025-04-12 17:00:00,SENS006,质检区,21.4,47.7,34.1,正常
2025-04-12 17:00:00,SENS007,质检区,18.2,50.3,30.4,正常
2025-04-12 17:00:00,SENS008,生产区B,19.6,55.3,46.8,PM2.5超标
2025-04-12 18:00:00,SENS001,生产区B,21.4,58.9,34.8,正常
2025-04-12 18:00:00,SENS002,生产区A,21.7,53.5,12.2,正常
2025-04-12 18:00:00,SENS003,生产区A,23.0,53.1,15.1,正常
2025-04-12 18:00:00,SENS004,质检区,21.4,55.8,39.2,PM2.5超标
2025-04-12 18:00:00,SENS005,生产区A,24.6,50.7,36.2,PM2.5超标
2025-04-12 18:00:00,SENS006,质检区,20.5,55.5,39.7,PM2.5超标
2025-04-12 18:00:00,SENS007,质检区,20.8,57.7,38.0,PM2.5超标
2025-04-12 18:00:00,SENS008,生产区B,20.7,58.8,42.0,PM2.5超标
2025-04-12 19:00:00,SENS001,生产区B,19.5,55.9,14.9,正常
2025-04-12 19:00:00,SENS002,生产区A,23.9,55.6,34.7,正常
2025-04-12 19:00:00,SENS003,生产区A,22.2,53.3,22.9,正常
2025-04-12 19:00:00,SENS004,质检区,18.3,60.3,39.0,PM2.5超标
2025-04-12 19:00:00,SENS005,生产区A,23.9,53.2,18.8,正常
2025-04-12 19:00:00,SENS006,质检区,20.3,59.1,15.5,正常
2025-04-12 19:00:00,SENS007,质检区,19.8,55.4,10.9,正常
2025-04-12 19:00:00,SENS008,生产区B,19.8,57.5,40.8,PM2.5超标
2025-04-12 20:00:00,SENS001,生产区B,22.3,55.0,13.1,正常
2025-04-12 20:00:00,SENS002,生产区A,23.4,64.8,33.9,正常
2025-04-12 20:00:00,SENS003,生产区A,22.8,63.6,28.9,正常
2025-04-12 20:00:00,SENS004,质检区,19.7,57.2,46.0,PM2.5超标
2025-04-12 20:00:00,SENS005,生产区A,23.7,64.8,14.2,正常
2025-04-12 20:00:00,SENS006,质检区,19.3,58.1,39.9,PM2.5超标
2025-04-12 20:00:00,SENS007,质检区,18.8,61.0,23.8,正常
2025-04-12 20:00:00,SENS008,生产区B,20.4,62.8,34.5,正常
2025-04-12 21:00:00,SENS001,生产区B,20.6,59.6,37.9,PM2.5超标
2025-04-12 21:00:00,SENS002,生产区A,24.2,64.8,11.2,正常
2025-04-12 21:00:00,SENS003,生产区A,23.1,64.4,13.8,正常
2025-04-12 21:00:00,SENS004,质检区,19.9,63.4,48.9,PM2.5超标
2025-04-12 21:00:00,SENS005,生产区A,25.7,61.4,44.0,PM2.5超标
2025-04-12 21:00:00,SENS006,质检区,19.2,66.3,48.0,PM2.5超标
2025-04-12 21:00:00,SENS007,质检区,21.1,64.5,31.5,正常
2025-04-12 21:00:00,SENS008,生产区B,21.6,64.1,26.3,正常
2025-04-12 22:00:00,SENS001,生产区B,22.7,60.4,13.4,正常
2025-04-12 22:00:00,SENS002,生产区A,25.1,64.3,20.0,正常
2025-04-12 22:00:00,SENS003,生产区A,22.7,65.5,26.5,正常
2025-04-12 22:00:00,SENS004,质检区,20.6,65.9,23.1,正常
2025-04-12 22:00:00,SENS005,生产区A,23.2,61.7,34.2,正常
2025-04-12 22:00:00,SENS006,质检区,19.7,66.3,16.4,正常
2025-04-12 22:00:00,SENS007,质检区,20.3,68.5,32.0,正常
2025-04-12 22:00:00,SENS008,生产区B,22.5,59.1,12.0,正常
2025-04-12 23:00:00,SENS001,生产区B,21.0,62.3,44.6,PM2.5超标
2025-04-12 23:00:00,SENS002,生产区A,24.2,60.6,22.4,正常
2025-04-12 23:00:00,SENS003,生产区A,25.5,67.6,38.1,PM2.5超标
2025-04-12 23:00:00,SENS004,质检区,24.0,61.3,34.5,正常
2025-04-12 23:00:00,SENS005,生产区A,24.2,62.7,45.2,PM2.5超标
2025-04-12 23:00:00,SENS006,质检区,20.5,60.4,40.9,PM2.5超标
2025-04-12 23:00:00,SENS007,质检区,20.3,64.7,14.4,正常
2025-04-12 23:00:00,SENS008,生产区B,22.6,67.7,33.6,正常
2025-04-13 00:00:00,SENS001,生产区B,23.8,66.1,36.9,PM2.5超标
2025-04-13 00:00:00,SENS002,生产区A,25.4,60.4,24.2,正常
2025-04-13 00:00:00,SENS003,生产区A,27.8,62.8,15.5,正常
2025-04-13 00:00:00,SENS004,质检区,24.7,60.4,43.9,PM2.5超标
2025-04-13 00:00:00,SENS005,生产区A,27.8,60.4,11.8,正常
2025-04-13 00:00:00,SENS006,质检区,24.6,67.9,38.6,PM2.5超标
2025-04-13 00:00:00,SENS007,质检区,21.9,60.7,25.2,正常
2025-04-13 00:00:00,SENS008,生产区B,23.3,65.0,49.3,PM2.5超标
2025-04-13 01:00:00,SENS001,生产区B,24.3,67.1,42.1,PM2.5超标
2025-04-13 01:00:00,SENS002,生产区A,27.9,61.4,37.9,PM2.5超标
2025-04-13 01:00:00,SENS003,生产区A,25.9,60.0,48.9,PM2.5超标
2025-04-13 01:00:00,SENS004,质检区,23.4,60.1,20.7,正常
2025-04-13 01:00:00,SENS005,生产区A,26.2,61.8,39.1,PM2.5超标
2025-04-13 01:00:00,SENS006,质检区,23.3,66.2,14.0,正常
2025-04-13 01:00:00,SENS007,质检区,25.0,66.6,28.9,正常
2025-04-13 01:00:00,SENS008,生产区B,25.2,64.9,13.5,正常
2025-04-13 02:00:00,SENS001,生产区B,26.5,59.2,16.2,正常
2025-04-13 02:00:00,SENS002,生产区A,26.8,59.5,16.5,正常
2025-04-13 02:00:00,SENS003,生产区A,28.7,61.7,30.6,温度偏高
2025-04-13 02:00:00,SENS004,质检区,25.0,66.4,29.6,正常
2025-04-13 02:00:00,SENS005,生产区A,26.5,68.3,31.3,正常
2025-04-13 02:00:00,SENS006,质检区,26.2,58.8,49.5,PM2.5超标
2025-04-13 02:00:00,SENS007,质检区,22.5,60.4,44.2,PM2.5超标
2025-04-13 02:00:00,SENS008,生产区B,26.2,62.0,34.1,正常
2025-04-13 03:00:00,SENS001,生产区B,24.6,66.3,49.6,PM2.5超标
2025-04-13 03:00:00,SENS002,生产区A,27.0,57.8,22.7,正常
2025-04-13 03:00:00,SENS003,生产区A,27.9,58.3,31.8,正常
2025-04-13 03:00:00,SENS004,质检区,27.1,63.4,17.8,正常
2025-04-13 03:00:00,SENS005,生产区A,26.5,63.2,38.0,PM2.5超标
2025-04-13 03:00:00,SENS006,质检区,26.3,61.3,35.1,PM2.5超标
2025-04-13 03:00:00,SENS007,质检区,26.8,62.5,43.3,PM2.5超标
2025-04-13 03:00:00,SENS008,生产区B,25.0,66.2,37.5,PM2.5超标
2025-04-13 04:00:00,SENS001,生产区B,26.7,60.9,47.9,PM2.5超标
2025-04-13 04:00:00,SENS002,生产区A,26.8,59.3,26.8,正常
2025-04-13 04:00:00,SENS003,生产区A,29.6,63.0,19.3,温度偏高
2025-04-13 04:00:00,SENS004,质检区,26.0,62.0,35.4,PM2.5超标
2025-04-13 04:00:00,SENS005,生产区A,27.0,57.1,28.0,正常
2025-04-13 04:00:00,SENS006,质检区,26.7,59.3,37.0,PM2.5超标
2025-04-13 04:00:00,SENS007,质检区,25.8,57.4,47.8,PM2.5超标
2025-04-13 04:00:00,SENS008,生产区B,24.4,59.0,45.5,PM2.5超标
2025-04-13 05:00:00,SENS001,生产区B,25.8,57.9,16.5,正常
2025-04-13 05:00:00,SENS002,生产区A,28.6,60.0,20.9,温度偏高
