时间戳,设备ID,设备状态,总运行时间,故障持续时间,故障次数,振动值,温度,维护到期时间,上次维护时间,预警状态
2025-04-13 05:00:00,CNC004,运行中,140.0,0.0,3,0.38,20.5,2025-04-22,2025-03-25,正常
2025-04-13 06:00:00,CNC004,运行中,141.0,0.0,3,0.19,26.4,2025-04-22,2025-03-25,正常
2025-04-13 07:00:00,CNC004,运行中,142.0,0.0,3,0.23,22.2,2025-04-22,2025-03-25,正常
2025-04-13 00:00:00,CNC005,运行中,139.0,0.0,11,0.5,25.6,2025-04-21,2025-04-01,故障频发
2025-04-13 01:00:00,CNC005,运行中,140.0,0.0,11,0.1,27.3,2025-04-21,2025-04-01,故障频发
2025-04-13 02:00:00,CNC005,运行中,141.0,0.0,11,0.34,25.8,2025-04-21,2025-04-01,故障频发
2025-04-13 03:00:00,CNC005,运行中,142.0,0.0,11,0.45,25.0,2025-04-21,2025-04-01,故障频发
2025-04-13 04:00:00,CNC005,运行中,143.0,0.0,11,0.11,31.2,2025-04-21,2025-04-01,故障频发
2025-04-13 05:00:00,CNC005,运行中,144.0,0.0,11,0.15,27.5,2025-04-21,2025-04-01,故障频发
2025-04-13 06:00:00,CNC005,运行中,145.0,0.0,11,0.48,27.0,2025-04-21,2025-04-01,故障频发
2025-04-13 07:00:00,CNC005,待机,145.0,0.0,11,0.13,33.2,2025-04-21,2025-04-01,故障频发
2025-04-13 08:00:00,CNC001,运行中,146.0,0.0,10,0.38,31.8,2025-04-23,2025-03-27,故障频发
2025-04-13 09:00:00,CNC001,运行中,147.0,0.0,10,0.43,24.6,2025-04-23,2025-03-27,故障频发
2025-04-13 10:00:00,CNC001,运行中,148.0,0.0,10,0.35,20.9,2025-04-23,2025-03-27,故障频发
2025-04-13 11:00:00,CNC001,运行中,149.0,0.0,10,0.45,25.4,2025-04-23,2025-03-27,故障频发
2025-04-13 12:00:00,CNC001,运行中,150.0,0.0,10,0.34,24.1,2025-04-23,2025-03-27,故障频发
2025-04-13 13:00:00,CNC001,运行中,151.0,0.0,10,0.26,27.4,2025-04-23,2025-03-27,故障频发
2025-04-13 14:00:00,CNC001,待机,151.0,0.0,10,0.38,26.4,2025-04-23,2025-03-27,故障频发
2025-04-13 15:00:00,CNC001,运行中,152.0,0.0,10,0.47,21.0,2025-04-23,2025-03-27,故障频发
2025-04-13 08:00:00,CNC002,运行中,146.0,0.0,7,0.22,25.6,2025-04-23,2025-03-27,故障频发
2025-04-13 09:00:00,CNC002,运行中,147.0,0.0,7,0.14,23.1,2025-04-23,2025-03-27,故障频发
2025-04-13 10:00:00,CNC002,运行中,148.0,0.0,7,0.49,22.1,2025-04-23,2025-03-27,故障频发
2025-04-13 11:00:00,CNC002,运行中,149.0,0.0,7,0.19,22.1,2025-04-23,2025-03-27,故障频发
2025-04-13 12:00:00,CNC002,运行中,150.0,0.0,7,0.43,24.6,2025-04-23,2025-03-27,故障频发
2025-04-13 13:00:00,CNC002,故障,150.0,1.0,8,0.94,30.3,2025-04-23,2025-03-27,振动异常|故障频发
2025-04-13 14:00:00,CNC002,运行中,151.0,0.0,8,0.42,22.7,2025-04-23,2025-03-27,故障频发
2025-04-13 15:00:00,CNC002,运行中,152.0,0.0,8,0.11,20.5,2025-04-23,2025-03-27,故障频发
2025-04-13 08:00:00,CNC003,运行中,141.0,0.0,13,0.46,25.7,2025-04-27,2025-03-29,故障频发
2025-04-13 09:00:00,CNC003,运行中,142.0,0.0,13,0.14,33.3,2025-04-27,2025-03-29,故障频发
2025-04-13 10:00:00,CNC003,运行中,143.0,0.0,13,0.45,31.7,2025-04-27,2025-03-29,故障频发
2025-04-13 11:00:00,CNC003,运行中,144.0,0.0,13,0.44,30.5,2025-04-27,2025-03-29,故障频发
2025-04-13 12:00:00,CNC003,待机,144.0,0.0,13,0.45,24.0,2025-04-27,2025-03-29,故障频发
2025-04-13 13:00:00,CNC003,运行中,145.0,0.0,13,0.33,33.9,2025-04-27,2025-03-29,故障频发
2025-04-13 14:00:00,CNC003,故障,145.0,1.0,14,0.46,45.11000000000001,2025-04-27,2025-03-29,温度异常|故障频发
2025-04-13 15:00:00,CNC003,运行中,146.0,0.0,14,0.13,23.1,2025-04-27,2025-03-29,故障频发
2025-04-13 08:00:00,CNC004,运行中,143.0,0.0,3,0.43,28.3,2025-04-22,2025-03-25,正常
2025-04-13 09:00:00,CNC004,运行中,144.0,0.0,3,0.37,28.1,2025-04-22,2025-03-25,正常
2025-04-13 10:00:00,CNC004,运行中,145.0,0.0,3,0.1,26.4,2025-04-22,2025-03-25,正常
2025-04-13 11:00:00,CNC004,运行中,146.0,0.0,3,0.13,23.3,2025-04-22,2025-03-25,正常
2025-04-13 12:00:00,CNC004,运行中,147.0,0.0,3,0.25,21.3,2025-04-22,2025-03-25,正常
2025-04-13 13:00:00,CNC004,运行中,148.0,0.0,3,0.43,27.0,2025-04-22,2025-03-25,正常
2025-04-13 14:00:00,CNC004,运行中,149.0,0.0,3,0.34,26.4,2025-04-22,2025-03-25,正常
2025-04-13 15:00:00,CNC004,运行中,150.0,0.0,3,0.4,23.6,2025-04-22,2025-03-25,正常
2025-04-13 08:00:00,CNC005,运行中,146.0,0.0,11,0.1,25.2,2025-04-21,2025-04-01,故障频发
2025-04-13 09:00:00,CNC005,运行中,147.0,0.0,11,0.46,34.1,2025-04-21,2025-04-01,故障频发
2025-04-13 10:00:00,CNC005,运行中,148.0,0.0,11,0.39,33.5,2025-04-21,2025-04-01,故障频发
2025-04-13 11:00:00,CNC005,运行中,149.0,0.0,11,0.41,24.5,2025-04-21,2025-04-01,故障频发
2025-04-13 12:00:00,CNC005,运行中,150.0,0.0,11,0.15,30.6,2025-04-21,2025-04-01,故障频发
2025-04-13 13:00:00,CNC005,运行中,151.0,0.0,11,0.48,28.6,2025-04-21,2025-04-01,故障频发
2025-04-13 14:00:00,CNC005,运行中,152.0,0.0,11,0.16,26.2,2025-04-21,2025-04-01,故障频发
2025-04-13 15:00:00,CNC005,运行中,153.0,0.0,11,0.35,27.7,2025-04-21,2025-04-01,故障频发
2025-04-13 16:00:00,CNC001,运行中,153.0,0.0,10,0.25,30.9,2025-04-23,2025-03-27,故障频发
2025-04-13 17:00:00,CNC001,运行中,154.0,0.0,10,0.46,30.0,2025-04-23,2025-03-27,故障频发
2025-04-13 18:00:00,CNC001,运行中,155.0,0.0,10,0.1,33.5,2025-04-23,2025-03-27,故障频发
2025-04-13 19:00:00,CNC001,运行中,156.0,0.0,10,0.32,31.1,2025-04-23,2025-03-27,故障频发
2025-04-13 20:00:00,CNC001,待机,156.0,0.0,10,0.14,30.8,2025-04-23,2025-03-27,故障频发
2025-04-13 21:00:00,CNC001,运行中,157.0,0.0,10,0.26,31.7,2025-04-23,2025-03-27,故障频发
2025-04-13 22:00:00,CNC001,待机,157.0,0.0,10,0.43,26.0,2025-04-23,2025-03-27,故障频发
2025-04-13 23:00:00,CNC001,运行中,158.0,0.0,10,0.41,23.6,2025-04-23,2025-03-27,故障频发
2025-04-13 16:00:00,CNC002,运行中,153.0,0.0,8,0.35,28.1,2025-04-23,2025-03-27,故障频发
2025-04-13 17:00:00,CNC002,运行中,154.0,0.0,8,0.45,33.0,2025-04-23,2025-03-27,故障频发
2025-04-13 18:00:00,CNC002,运行中,155.0,0.0,8,0.44,30.2,2025-04-23,2025-03-27,故障频发
2025-04-13 19:00:00,CNC002,待机,155.0,0.0,8,0.47,31.3,2025-04-23,2025-03-27,故障频发
2025-04-13 20:00:00,CNC002,运行中,156.0,0.0,8,0.42,28.2,2025-04-23,2025-03-27,故障频发
2025-04-13 21:00:00,CNC002,待机,156.0,0.0,8,0.38,28.2,2025-04-23,2025-03-27,故障频发
2025-04-13 22:00:00,CNC002,运行中,157.0,0.0,8,0.19,30.3,2025-04-23,2025-03-27,故障频发
2025-04-13 23:00:00,CNC002,运行中,158.0,0.0,8,0.27,25.3,2025-04-23,2025-03-27,故障频发
2025-04-13 16:00:00,CNC003,运行中,147.0,0.0,14,0.36,24.2,2025-04-27,2025-03-29,故障频发
2025-04-13 17:00:00,CNC003,运行中,148.0,0.0,14,0.15,33.7,2025-04-27,2025-03-29,故障频发
2025-04-13 18:00:00,CNC003,运行中,149.0,0.0,14,0.45,21.2,2025-04-27,2025-03-29,故障频发
2025-04-13 19:00:00,CNC003,运行中,150.0,0.0,14,0.12,30.9,2025-04-27,2025-03-29,故障频发
2025-04-13 20:00:00,CNC003,运行中,151.0,0.0,14,0.44,27.8,2025-04-27,2025-03-29,故障频发
2025-04-13 21:00:00,CNC003,待机,151.0,0.0,14,0.27,30.9,2025-04-27,2025-03-29,故障频发
2025-04-13 22:00:00,CNC003,运行中,152.0,0.0,14,0.14,26.0,2025-04-27,2025-03-29,故障频发
2025-04-13 23:00:00,CNC003,运行中,153.0,0.0,14,0.37,34.6,2025-04-27,2025-03-29,故障频发
2025-04-13 16:00:00,CNC004,运行中,151.0,0.0,3,0.33,23.7,2025-04-22,2025-03-25,正常
2025-04-13 17:00:00,CNC004,运行中,152.0,0.0,3,0.31,26.3,2025-04-22,2025-03-25,正常
2025-04-13 18:00:00,CNC004,运行中,153.0,0.0,3,0.28,30.4,2025-04-22,2025-03-25,正常
2025-04-13 19:00:00,CNC004,运行中,154.0,0.0,3,0.24,25.4,2025-04-22,2025-03-25,正常
2025-04-13 20:00:00,CNC004,运行中,155.0,0.0,3,0.11,25.9,2025-04-22,2025-03-25,正常
2025-04-13 21:00:00,CNC004,待机,155.0,0.0,3,0.23,33.0,2025-04-22,2025-03-25,正常
2025-04-13 22:00:00,CNC004,运行中,156.0,0.0,3,0.35,26.2,2025-04-22,2025-03-25,正常
2025-04-13 23:00:00,CNC004,运行中,157.0,0.0,3,0.35,23.4,2025-04-22,2025-03-25,正常
2025-04-13 16:00:00,CNC005,待机,153.0,0.0,11,0.43,22.6,2025-04-21,2025-04-01,故障频发
2025-04-13 17:00:00,CNC005,运行中,154.0,0.0,11,0.46,23.7,2025-04-21,2025-04-01,故障频发
2025-04-13 18:00:00,CNC005,运行中,155.0,0.0,11,0.25,26.3,2025-04-21,2025-04-01,故障频发
2025-04-13 19:00:00,CNC005,运行中,156.0,0.0,11,0.34,32.4,2025-04-21,2025-04-01,故障频发
2025-04-13 20:00:00,CNC005,运行中,157.0,0.0,11,0.24,25.6,2025-04-21,2025-04-01,故障频发
2025-04-13 21:00:00,CNC005,运行中,158.0,0.0,11,0.35,23.3,2025-04-21,2025-04-01,故障频发
2025-04-13 22:00:00,CNC005,运行中,159.0,0.0,11,0.13,22.2,2025-04-21,2025-04-01,故障频发
2025-04-13 23:00:00,CNC005,故障,159.0,1.0,12,0.3,25.2,2025-04-21,2025-04-01,故障频发
2025-04-14 00:00:00,CNC001,运行中,159.0,0.0,10,0.18,30.8,2025-04-23,2025-03-27,故障频发
2025-04-14 01:00:00,CNC001,运行中,160.0,0.0,10,0.48,35.0,2025-04-23,2025-03-27,故障频发
2025-04-14 02:00:00,CNC001,运行中,161.0,0.0,10,0.43,26.6,2025-04-23,2025-03-27,故障频发
2025-04-14 03:00:00,CNC001,运行中,162.0,0.0,10,0.23,29.8,2025-04-23,2025-03-27,故障频发
2025-04-14 04:00:00,CNC001,运行中,163.0,0.0,10,0.39,26.8,2025-04-23,2025-03-27,故障频发
2025-04-14 05:00:00,CNC001,运行中,164.0,0.0,10,0.28,22.0,2025-04-23,2025-03-27,故障频发
2025-04-14 06:00:00,CNC001,运行中,165.0,0.0,10,0.13,20.3,2025-04-23,2025-03-27,故障频发
2025-04-14 07:00:00,CNC001,运行中,166.0,0.0,10,0.21,32.1,2025-04-23,2025-03-27,故障频发
2025-04-14 00:00:00,CNC002,运行中,159.0,0.0,8,0.16,29.1,2025-04-23,2025-03-27,故障频发
2025-04-14 01:00:00,CNC002,运行中,160.0,0.0,8,0.13,35.0,2025-04-23,2025-03-27,故障频发
2025-04-14 02:00:00,CNC002,运行中,161.0,0.0,8,0.14,29.4,2025-04-23,2025-03-27,故障频发
2025-04-14 03:00:00,CNC002,运行中,162.0,0.0,8,0.14,34.7,2025-04-23,2025-03-27,故障频发
2025-04-14 04:00:00,CNC002,运行中,163.0,0.0,8,0.42,22.3,2025-04-23,2025-03-27,故障频发
2025-04-14 05:00:00,CNC002,运行中,164.0,0.0,8,0.26,26.4,2025-04-23,2025-03-27,故障频发
2025-04-14 06:00:00,CNC002,运行中,165.0,0.0,8,0.45,22.2,2025-04-23,2025-03-27,故障频发
2025-04-14 07:00:00,CNC002,故障,165.0,1.0,9,0.6,22.6,2025-04-23,2025-03-27,振动异常|故障频发
2025-04-14 00:00:00,CNC003,待机,153.0,0.0,14,0.38,24.1,2025-04-27,2025-03-29,故障频发
2025-04-14 01:00:00,CNC003,运行中,154.0,0.0,14,0.37,33.4,2025-04-27,2025-03-29,故障频发
2025-04-14 02:00:00,CNC003,运行中,155.0,0.0,14,0.12,30.9,2025-04-27,2025-03-29,故障频发
2025-04-14 03:00:00,CNC003,待机,155.0,0.0,14,0.42,23.5,2025-04-27,2025-03-29,故障频发
2025-04-14 04:00:00,CNC003,待机,155.0,0.0,14,0.43,24.0,2025-04-27,2025-03-29,故障频发
2025-04-14 05:00:00,CNC003,运行中,156.0,0.0,14,0.3,33.1,2025-04-27,2025-03-29,故障频发
2025-04-14 06:00:00,CNC003,运行中,157.0,0.0,14,0.46,29.5,2025-04-27,2025-03-29,故障频发
2025-04-14 07:00:00,CNC003,运行中,158.0,0.0,14,0.31,32.6,2025-04-27,2025-03-29,故障频发
2025-04-14 00:00:00,CNC004,运行中,158.0,0.0,3,0.45,25.9,2025-04-22,2025-03-25,正常
2025-04-14 01:00:00,CNC004,运行中,159.0,0.0,3,0.26,33.8,2025-04-22,2025-03-25,正常
2025-04-14 02:00:00,CNC004,运行中,160.0,0.0,3,0.11,32.3,2025-04-22,2025-03-25,正常
2025-04-14 03:00:00,CNC004,运行中,161.0,0.0,3,0.45,33.8,2025-04-22,2025-03-25,正常
2025-04-14 04:00:00,CNC004,运行中,162.0,0.0,3,0.32,20.6,2025-04-22,2025-03-25,正常
2025-04-14 05:00:00,CNC004,运行中,163.0,0.0,3,0.42,28.9,2025-04-22,2025-03-25,正常
2025-04-14 06:00:00,CNC004,运行中,164.0,0.0,3,0.43,32.2,2025-04-22,2025-03-25,正常
2025-04-14 07:00:00,CNC004,运行中,165.0,0.0,3,0.46,33.6,2025-04-22,2025-03-25,正常
2025-04-14 00:00:00,CNC005,故障,159.0,1.0,13,0.21,32.2,2025-04-21,2025-04-01,故障频发
2025-04-14 01:00:00,CNC005,运行中,160.0,0.0,13,0.1,20.6,2025-04-21,2025-04-01,故障频发
2025-04-14 02:00:00,CNC005,运行中,161.0,0.0,13,0.25,31.3,2025-04-21,2025-04-01,故障频发
2025-04-14 03:00:00,CNC005,运行中,162.0,0.0,13,0.18,24.6,2025-04-21,2025-04-01,故障频发
2025-04-14 04:00:00,CNC005,运行中,163.0,0.0,13,0.5,29.2,2025-04-21,2025-04-01,故障频发
2025-04-14 05:00:00,CNC005,故障,163.0,1.0,14,0.76,30.680000000000003,2025-04-21,2025-04-01,振动异常|故障频发
2025-04-14 06:00:00,CNC005,运行中,164.0,0.0,14,0.4,20.9,2025-04-21,2025-04-01,故障频发
2025-04-14 07:00:00,CNC005,待机,164.0,0.0,14,0.46,28.5,2025-04-21,2025-04-01,故障频发
2025-04-14 08:00:00,CNC001,运行中,167.0,0.0,10,0.21,33.6,2025-04-23,2025-03-27,故障频发
2025-04-14 09:00:00,CNC001,故障,167.0,1.0,11,0.44,41.34,2025-04-23,2025-03-27,温度异常|故障频发
2025-04-14 10:00:00,CNC001,运行中,168.0,0.0,11,0.48,30.3,2025-04-23,2025-03-27,故障频发
2025-04-14 11:00:00,CNC001,运行中,169.0,0.0,11,0.11,23.5,2025-04-23,2025-03-27,故障频发
2025-04-14 12:00:00,CNC001,运行中,170.0,0.0,11,0.44,33.7,2025-04-23,2025-03-27,故障频发
2025-04-14 13:00:00,CNC001,运行中,171.0,0.0,11,0.4,23.6,2025-04-23,2025-03-27,故障频发
2025-04-14 14:00:00,CNC001,运行中,172.0,0.0,11,0.25,29.7,2025-04-23,2025-03-27,故障频发
2025-04-14 15:00:00,CNC001,运行中,173.0,0.0,11,0.39,24.3,2025-04-23,2025-03-27,故障频发
2025-04-14 08:00:00,CNC002,运行中,166.0,0.0,9,0.29,24.7,2025-04-23,2025-03-27,故障频发
2025-04-14 09:00:00,CNC002,待机,166.0,0.0,9,0.24,29.0,2025-04-23,2025-03-27,故障频发
2025-04-14 10:00:00,CNC002,运行中,167.0,0.0,9,0.3,27.7,2025-04-23,2025-03-27,故障频发
2025-04-14 11:00:00,CNC002,运行中,168.0,0.0,9,0.41,23.2,2025-04-23,2025-03-27,故障频发
2025-04-14 12:00:00,CNC002,运行中,169.0,0.0,9,0.46,22.1,2025-04-23,2025-03-27,故障频发
2025-04-14 13:00:00,CNC002,运行中,170.0,0.0,9,0.44,27.2,2025-04-23,2025-03-27,故障频发
2025-04-14 14:00:00,CNC002,运行中,171.0,0.0,9,0.21,32.3,2025-04-23,2025-03-27,故障频发
2025-04-14 15:00:00,CNC002,运行中,172.0,0.0,9,0.5,27.4,2025-04-23,2025-03-27,故障频发
2025-04-14 08:00:00,CNC003,运行中,159.0,0.0,14,0.16,33.0,2025-04-27,2025-03-29,故障频发
2025-04-14 09:00:00,CNC003,待机,159.0,0.0,14,0.49,28.6,2025-04-27,2025-03-29,故障频发
2025-04-14 10:00:00,CNC003,待机,159.0,0.0,14,0.4,30.2,2025-04-27,2025-03-29,故障频发
2025-04-14 11:00:00,CNC003,运行中,160.0,0.0,14,0.42,21.5,2025-04-27,2025-03-29,故障频发
2025-04-14 12:00:00,CNC003,运行中,161.0,0.0,14,0.19,25.4,2025-04-27,2025-03-29,故障频发
2025-04-14 13:00:00,CNC003,运行中,162.0,0.0,14,0.49,31.9,2025-04-27,2025-03-29,故障频发
2025-04-14 14:00:00,CNC003,待机,162.0,0.0,14,0.37,28.3,2025-04-27,2025-03-29,故障频发
2025-04-14 15:00:00,CNC003,运行中,163.0,0.0,14,0.3,31.8,2025-04-27,2025-03-29,故障频发
2025-04-14 08:00:00,CNC004,待机,165.0,0.0,3,0.33,32.4,2025-04-22,2025-03-25,正常
2025-04-14 09:00:00,CNC004,运行中,166.0,0.0,3,0.26,33.6,2025-04-22,2025-03-25,正常
2025-04-14 10:00:00,CNC004,故障,166.0,1.0,4,0.12,32.7,2025-04-22,2025-03-25,正常
2025-04-14 11:00:00,CNC004,运行中,167.0,0.0,4,0.2,26.0,2025-04-22,2025-03-25,正常
2025-04-14 12:00:00,CNC004,运行中,168.0,0.0,4,0.31,32.4,2025-04-22,2025-03-25,正常
2025-04-14 13:00:00,CNC004,待机,168.0,0.0,4,0.49,23.4,2025-04-22,2025-03-25,正常
2025-04-14 14:00:00,CNC004,运行中,169.0,0.0,4,0.49,25.0,2025-04-22,2025-03-25,正常
2025-04-14 15:00:00,CNC004,待机,169.0,0.0,4,0.23,32.9,2025-04-22,2025-03-25,正常
2025-04-14 08:00:00,CNC005,运行中,165.0,0.0,14,0.31,28.9,2025-04-21,2025-04-01,故障频发
2025-04-14 09:00:00,CNC005,运行中,166.0,0.0,14,0.12,22.3,2025-04-21,2025-04-01,故障频发
2025-04-14 10:00:00,CNC005,待机,166.0,0.0,14,0.17,30.6,2025-04-21,2025-04-01,故障频发
2025-04-14 11:00:00,CNC005,运行中,167.0,0.0,14,0.49,29.3,2025-04-21,2025-04-01,故障频发
2025-04-14 12:00:00,CNC005,运行中,168.0,0.0,14,0.45,20.4,2025-04-21,2025-04-01,故障频发
2025-04-14 13:00:00,CNC005,运行中,169.0,0.0,14,0.2,25.2,2025-04-21,2025-04-01,故障频发
2025-04-14 14:00:00,CNC005,运行中,170.0,0.0,14,0.46,33.6,2025-04-21,2025-04-01,故障频发
2025-04-14 15:00:00,CNC005,运行中,171.0,0.0,14,0.29,30.3,2025-04-21,2025-04-01,故障频发
2025-04-14 16:00:00,CNC001,运行中,174.0,0.0,11,0.4,34.6,2025-04-23,2025-03-27,故障频发
2025-04-14 17:00:00,CNC001,运行中,175.0,0.0,11,0.34,27.2,2025-04-23,2025-03-27,故障频发
2025-04-14 18:00:00,CNC001,故障,175.0,1.0,12,0.29,27.8,2025-04-23,2025-03-27,故障频发
2025-04-14 19:00:00,CNC001,待机,175.0,0.0,12,0.45,20.5,2025-04-23,2025-03-27,故障频发
2025-04-14 20:00:00,CNC001,运行中,176.0,0.0,12,0.29,29.6,2025-04-23,2025-03-27,故障频发
2025-04-14 21:00:00,CNC001,运行中,177.0,0.0,12,0.15,32.3,2025-04-23,2025-03-27,故障频发
2025-04-14 22:00:00,CNC001,待机,177.0,0.0,12,0.1,28.7,2025-04-23,2025-03-27,故障频发
2025-04-14 23:00:00,CNC001,运行中,178.0,0.0,12,0.39,24.9,2025-04-23,2025-03-27,故障频发
2025-04-14 16:00:00,CNC002,运行中,173.0,0.0,9,0.32,26.7,2025-04-23,2025-03-27,故障频发
2025-04-14 17:00:00,CNC002,待机,173.0,0.0,9,0.4,25.4,2025-04-23,2025-03-27,故障频发
2025-04-14 18:00:00,CNC002,运行中,174.0,0.0,9,0.15,34.6,2025-04-23,2025-03-27,故障频发
2025-04-14 19:00:00,CNC002,运行中,175.0,0.0,9,0.27,29.4,2025-04-23,2025-03-27,故障频发
2025-04-14 20:00:00,CNC002,运行中,176.0,0.0,9,0.29,25.4,2025-04-23,2025-03-27,故障频发
2025-04-14 21:00:00,CNC002,运行中,177.0,0.0,9,0.33,28.0,2025-04-23,2025-03-27,故障频发
2025-04-14 22:00:00,CNC002,运行中,178.0,0.0,9,0.12,21.7,2025-04-23,2025-03-27,故障频发
2025-04-14 23:00:00,CNC002,待机,178.0,0.0,9,0.19,21.0,2025-04-23,2025-03-27,故障频发
2025-04-14 16:00:00,CNC003,运行中,164.0,0.0,14,0.45,20.5,2025-04-27,2025-03-29,故障频发
2025-04-14 17:00:00,CNC003,运行中,165.0,0.0,14,0.37,33.1,2025-04-27,2025-03-29,故障频发
2025-04-14 18:00:00,CNC003,运行中,166.0,0.0,14,0.49,29.9,2025-04-27,2025-03-29,故障频发
2025-04-14 19:00:00,CNC003,运行中,167.0,0.0,14,0.3,29.3,2025-04-27,2025-03-29,故障频发
2025-04-14 20:00:00,CNC003,运行中,168.0,0.0,14,0.3,27.6,2025-04-27,2025-03-29,故障频发
2025-04-14 21:00:00,CNC003,待机,168.0,0.0,14,0.11,24.0,2025-04-27,2025-03-29,故障频发
2025-04-14 22:00:00,CNC003,运行中,169.0,0.0,14,0.23,25.2,2025-04-27,2025-03-29,故障频发
2025-04-14 23:00:00,CNC003,运行中,170.0,0.0,14,0.16,25.2,2025-04-27,2025-03-29,故障频发
2025-04-14 16:00:00,CNC004,运行中,170.0,0.0,4,0.37,21.2,2025-04-22,2025-03-25,正常
2025-04-14 17:00:00,CNC004,待机,170.0,0.0,4,0.27,29.6,2025-04-22,2025-03-25,正常
2025-04-14 18:00:00,CNC004,运行中,171.0,0.0,4,0.25,20.7,2025-04-22,2025-03-25,正常
2025-04-14 19:00:00,CNC004,运行中,172.0,0.0,4,0.44,21.9,2025-04-22,2025-03-25,正常
2025-04-14 20:00:00,CNC004,运行中,173.0,0.0,4,0.24,31.2,2025-04-22,2025-03-25,正常
2025-04-14 21:00:00,CNC004,运行中,174.0,0.0,4,0.25,22.6,2025-04-22,2025-03-25,正常
2025-04-14 22:00:00,CNC004,运行中,175.0,0.0,4,0.47,22.5,2025-04-22,2025-03-25,正常
2025-04-14 23:00:00,CNC004,待机,175.0,0.0,4,0.45,27.8,2025-04-22,2025-03-25,正常
2025-04-14 16:00:00,CNC005,运行中,172.0,0.0,14,0.12,32.0,2025-04-21,2025-04-01,故障频发
2025-04-14 17:00:00,CNC005,运行中,173.0,0.0,14,0.23,27.7,2025-04-21,2025-04-01,故障频发
2025-04-14 18:00:00,CNC005,运行中,174.0,0.0,14,0.14,25.4,2025-04-21,2025-04-01,故障频发
2025-04-14 19:00:00,CNC005,运行中,175.0,0.0,14,0.39,33.0,2025-04-21,2025-04-01,故障频发
2025-04-14 20:00:00,CNC005,运行中,176.0,0.0,14,0.38,23.3,2025-04-21,2025-04-01,故障频发
2025-04-14 21:00:00,CNC005,运行中,177.0,0.0,14,0.4,26.8,2025-04-21,2025-04-01,故障频发
2025-04-14 22:00:00,CNC005,运行中,178.0,0.0,14,0.42,33.7,2025-04-21,2025-04-01,故障频发
2025-04-14 23:00:00,CNC005,运行中,179.0,0.0,14,0.34,29.3,2025-04-21,2025-04-01,故障频发
2025-04-15 00:00:00,CNC001,故障,178.0,1.0,13,0.44,23.6,2025-04-23,2025-03-27,故障频发
2025-04-15 01:00:00,CNC001,运行中,179.0,0.0,13,0.33,26.4,2025-04-23,2025-03-27,故障频发
2025-04-15 02:00:00,CNC001,运行中,180.0,0.0,13,0.11,29.9,2025-04-23,2025-03-27,故障频发
2025-04-15 03:00:00,CNC001,运行中,181.0,0.0,13,0.26,24.6,2025-04-23,2025-03-27,故障频发
2025-04-15 04:00:00,CNC001,故障,181.0,1.0,14,0.26,40.690000000000005,2025-04-23,2025-03-27,温度异常|故障频发
2025-04-15 05:00:00,CNC001,运行中,182.0,0.0,14,0.2,34.7,2025-04-23,2025-03-27,故障频发
2025-04-15 06:00:00,CNC001,运行中,183.0,0.0,14,0.37,24.4,2025-04-23,2025-03-27,故障频发
2025-04-15 07:00:00,CNC001,运行中,184.0,0.0,14,0.34,21.2,2025-04-23,2025-03-27,故障频发
2025-04-15 00:00:00,CNC002,待机,178.0,0.0,9,0.19,21.8,2025-04-23,2025-03-27,故障频发
2025-04-15 01:00:00,CNC002,运行中,179.0,0.0,9,0.35,32.3,2025-04-23,2025-03-27,故障频发
2025-04-15 02:00:00,CNC002,待机,179.0,0.0,9,0.3,34.0,2025-04-23,2025-03-27,故障频发
2025-04-15 03:00:00,CNC002,运行中,180.0,0.0,9,0.16,30.5,2025-04-23,2025-03-27,故障频发
2025-04-15 04:00:00,CNC002,运行中,181.0,0.0,9,0.12,33.1,2025-04-23,2025-03-27,故障频发
2025-04-15 05:00:00,CNC002,运行中,182.0,0.0,9,0.49,23.5,2025-04-23,2025-03-27,故障频发
2025-04-15 06:00:00,CNC002,运行中,183.0,0.0,9,0.48,24.6,2025-04-23,2025-03-27,故障频发
2025-04-15 07:00:00,CNC002,运行中,184.0,0.0,9,0.12,30.2,2025-04-23,2025-03-27,故障频发
2025-04-15 00:00:00,CNC003,运行中,171.0,0.0,14,0.19,22.2,2025-04-27,2025-03-29,故障频发
2025-04-15 01:00:00,CNC003,运行中,172.0,0.0,14,0.33,28.2,2025-04-27,2025-03-29,故障频发
2025-04-15 02:00:00,CNC003,待机,172.0,0.0,14,0.36,25.6,2025-04-27,2025-03-29,故障频发
2025-04-15 03:00:00,CNC003,待机,172.0,0.0,14,0.26,31.9,2025-04-27,2025-03-29,故障频发
2025-04-15 04:00:00,CNC003,运行中,173.0,0.0,14,0.23,21.9,2025-04-27,2025-03-29,故障频发
2025-04-15 05:00:00,CNC003,运行中,174.0,0.0,14,0.26,21.5,2025-04-27,2025-03-29,故障频发
2025-04-15 06:00:00,CNC003,运行中,175.0,0.0,14,0.19,23.7,2025-04-27,2025-03-29,故障频发
2025-04-15 07:00:00,CNC003,运行中,176.0,0.0,14,0.16,23.8,2025-04-27,2025-03-29,故障频发
2025-04-15 00:00:00,CNC004,运行中,176.0,0.0,4,0.4,31.9,2025-04-22,2025-03-25,正常
2025-04-15 01:00:00,CNC004,待机,176.0,0.0,4,0.22,24.8,2025-04-22,2025-03-25,正常
